"id";"type";"amount";"productid";"consumptionid";"creationdate";"creationuser";"updatedate";"updateuser"
318;3;1,0;22;33;30/03/2013 13:48:22;"INGE";30/03/2013 13:48:22;"INGE"
319;4;2,0;119;31;30/03/2013 19:59:45;"HANS";31/03/2013 10:55:35;"HANS"
320;5;200,0;135;31;30/03/2013 20:00:54;"HANS";31/03/2013 10:55:35;"HANS"
321;5;2,0;110;31;30/03/2013 20:01:27;"HANS";31/03/2013 10:55:35;"HANS"
322;6;2,0;117;31;31/03/2013 10:55:35;"HANS";31/03/2013 10:55:35;"HANS"
323;1;1,0;46;34;31/03/2013 10:55:58;"HANS";31/03/2013 21:19:34;"HANS"
324;1;30,0;56;34;31/03/2013 10:56:05;"HANS";31/03/2013 21:19:34;"HANS"
325;1;70,0;57;34;31/03/2013 10:56:11;"HANS";31/03/2013 21:19:34;"HANS"
326;2;2,0;152;34;31/03/2013 14:12:08;"HANS";31/03/2013 21:19:34;"HANS"
327;3;5,0;13;34;31/03/2013 14:12:35;"HANS";31/03/2013 21:19:34;"HANS"
328;3;30,0;66;34;31/03/2013 14:12:55;"HANS";31/03/2013 21:19:34;"HANS"
329;3;30,0;52;34;31/03/2013 14:13:10;"HANS";31/03/2013 21:19:34;"HANS"
330;3;1,0;152;34;31/03/2013 14:13:18;"HANS";31/03/2013 21:19:34;"HANS"
331;6;2,0;152;34;31/03/2013 21:15:31;"HANS";31/03/2013 21:19:34;"HANS"
332;5;120,0;100;34;31/03/2013 21:16:10;"HANS";31/03/2013 21:19:34;"HANS"
333;5;90,0;153;34;31/03/2013 21:18:20;"HANS";31/03/2013 21:19:34;"HANS"
334;4;1,0;151;34;31/03/2013 21:19:22;"HANS";31/03/2013 21:19:34;"HANS"
335;5;1,0;70;34;31/03/2013 21:19:34;"HANS";31/03/2013 21:19:34;"HANS"
336;1;100,0;57;35;01/04/2013 10:23:41;"HANS";02/04/2013 09:04:49;"HANS"
337;1;40,0;56;35;01/04/2013 10:23:47;"HANS";02/04/2013 09:04:49;"HANS"
338;1;1,0;16;36;01/04/2013 10:37:43;"INGE";01/04/2013 19:01:06;"INGE"
339;1;40,0;82;36;01/04/2013 10:37:56;"INGE";01/04/2013 19:01:06;"INGE"
340;3;4,0;13;35;01/04/2013 13:31:34;"HANS";02/04/2013 09:04:49;"HANS"
341;3;40,0;154;35;01/04/2013 13:31:43;"HANS";02/04/2013 09:04:49;"HANS"
342;3;2,0;60;35;01/04/2013 13:39:09;"HANS";02/04/2013 09:04:49;"HANS"
343;2;1,0;155;36;01/04/2013 13:42:38;"INGE";01/04/2013 19:01:06;"INGE"
344;3;2,0;13;36;01/04/2013 13:42:56;"INGE";01/04/2013 19:01:06;"INGE"
345;3;1,0;22;36;01/04/2013 13:43:07;"INGE";01/04/2013 19:01:06;"INGE"
346;3;15,0;156;36;01/04/2013 13:46:50;"INGE";01/04/2013 19:01:06;"INGE"
347;3;1,0;152;35;01/04/2013 13:56:46;"HANS";02/04/2013 09:04:49;"HANS"
348;4;2,0;13;35;01/04/2013 15:37:54;"HANS";02/04/2013 09:04:49;"HANS"
349;4;2,0;60;35;01/04/2013 15:38:10;"HANS";02/04/2013 09:04:49;"HANS"
350;5;4,0;13;35;01/04/2013 15:38:35;"HANS";02/04/2013 09:04:49;"HANS"
352;5;400,0;143;35;01/04/2013 15:41:09;"HANS";02/04/2013 09:04:49;"HANS"
353;4;3,0;87;36;01/04/2013 15:42:18;"INGE";01/04/2013 19:01:06;"INGE"
354;5;1,0;159;36;01/04/2013 19:00:30;"INGE";01/04/2013 19:01:06;"INGE"
355;5;3,0;13;36;01/04/2013 19:00:43;"INGE";01/04/2013 19:01:06;"INGE"
356;5;1,0;74;36;01/04/2013 19:01:06;"INGE";01/04/2013 19:01:06;"INGE"
357;5;1,0;159;35;01/04/2013 19:26:49;"HANS";02/04/2013 09:04:49;"HANS"
358;5;2,0;74;35;01/04/2013 19:27:10;"HANS";02/04/2013 09:04:49;"HANS"
359;5;1,0;50;35;01/04/2013 19:27:28;"HANS";02/04/2013 09:04:49;"HANS"
360;4;1,0;119;35;01/04/2013 19:28:06;"HANS";02/04/2013 09:04:49;"HANS"
361;6;1,0;13;35;02/04/2013 09:04:40;"HANS";02/04/2013 09:04:49;"HANS"
362;6;1,0;152;35;02/04/2013 09:04:49;"HANS";02/04/2013 09:04:49;"HANS"
363;1;40,0;56;37;02/04/2013 09:05:06;"HANS";02/04/2013 21:14:19;"HANS"
364;1;100,0;57;37;02/04/2013 09:05:12;"HANS";02/04/2013 21:14:19;"HANS"
365;1;2,0;13;37;02/04/2013 09:05:18;"HANS";02/04/2013 21:14:19;"HANS"
366;1;1,0;60;37;02/04/2013 09:05:23;"HANS";02/04/2013 21:14:19;"HANS"
367;3;5,0;13;37;02/04/2013 12:51:47;"HANS";02/04/2013 21:14:19;"HANS"
368;3;20,0;154;37;02/04/2013 12:52:01;"HANS";02/04/2013 21:14:19;"HANS"
369;3;1,0;22;37;02/04/2013 12:52:15;"HANS";02/04/2013 21:14:19;"HANS"
370;3;1,0;50;37;02/04/2013 12:52:29;"HANS";02/04/2013 21:14:19;"HANS"
371;3;1,0;60;37;02/04/2013 12:53:11;"HANS";02/04/2013 21:14:19;"HANS"
372;1;40,0;82;38;02/04/2013 13:10:42;"INGE";03/04/2013 08:33:21;"INGE"
373;1;1,0;16;38;02/04/2013 13:10:50;"INGE";03/04/2013 08:33:21;"INGE"
374;3;2,0;13;38;02/04/2013 13:11:11;"INGE";03/04/2013 08:33:21;"INGE"
375;3;1,0;22;38;02/04/2013 13:11:20;"INGE";03/04/2013 08:33:21;"INGE"
376;3;2,0;155;38;02/04/2013 13:11:32;"INGE";03/04/2013 08:33:21;"INGE"
377;3;1,0;16;38;02/04/2013 13:11:40;"INGE";03/04/2013 08:33:21;"INGE"
378;4;1,0;155;38;02/04/2013 16:28:23;"INGE";03/04/2013 08:33:21;"INGE"
379;5;2,0;59;37;02/04/2013 20:19:43;"HANS";02/04/2013 21:14:19;"HANS"
380;5;80,0;68;37;02/04/2013 20:20:10;"HANS";02/04/2013 21:14:19;"HANS"
381;5;150,0;160;37;02/04/2013 20:22:36;"HANS";02/04/2013 21:14:19;"HANS"
382;5;80,0;64;37;02/04/2013 20:24:34;"HANS";02/04/2013 21:14:19;"HANS"
383;4;1,0;119;37;02/04/2013 21:14:04;"HANS";02/04/2013 21:14:19;"HANS"
384;6;1,0;13;37;02/04/2013 21:14:19;"HANS";02/04/2013 21:14:19;"HANS"
385;5;150,0;63;38;03/04/2013 08:29:52;"INGE";03/04/2013 08:33:21;"INGE"
386;5;100,0;64;38;03/04/2013 08:32:07;"INGE";03/04/2013 08:33:21;"INGE"
387;5;150,0;160;38;03/04/2013 08:33:04;"INGE";03/04/2013 08:33:21;"INGE"
388;4;2,0;138;38;03/04/2013 08:33:21;"INGE";03/04/2013 08:33:21;"INGE"
389;1;40,0;82;39;03/04/2013 08:33:50;"INGE";03/04/2013 23:01:26;"INGE"
390;1;120,0;57;40;03/04/2013 08:54:09;"HANS";03/04/2013 23:20:05;"HANS"
391;1;35,0;54;40;03/04/2013 08:54:33;"HANS";03/04/2013 23:20:05;"HANS"
392;1;1,0;13;40;03/04/2013 08:54:45;"HANS";03/04/2013 23:20:05;"HANS"
393;1;1,0;60;40;03/04/2013 08:54:58;"HANS";03/04/2013 23:20:05;"HANS"
394;2;100,0;104;39;03/04/2013 10:52:13;"INGE";03/04/2013 23:01:26;"INGE"
395;2;0,5;65;39;03/04/2013 10:55:21;"INGE";03/04/2013 23:01:26;"INGE"
396;3;2,5;13;39;03/04/2013 13:25:54;"INGE";03/04/2013 23:01:26;"INGE"
397;3;1,0;22;39;03/04/2013 13:26:07;"INGE";03/04/2013 23:01:26;"INGE"
398;3;2,0;138;39;03/04/2013 13:26:15;"INGE";03/04/2013 23:01:26;"INGE"
399;5;200,0;135;39;03/04/2013 13:28:13;"INGE";03/04/2013 23:01:26;"INGE"
400;5;1,0;130;39;03/04/2013 13:28:33;"INGE";03/04/2013 23:01:26;"INGE"
401;5;1,5;22;39;03/04/2013 13:34:08;"INGE";03/04/2013 23:01:26;"INGE"
402;3;5,0;13;40;03/04/2013 13:35:19;"HANS";03/04/2013 23:20:05;"HANS"
403;3;20,0;154;40;03/04/2013 13:35:32;"HANS";03/04/2013 23:20:05;"HANS"
404;3;1,0;22;40;03/04/2013 13:35:44;"HANS";03/04/2013 23:20:05;"HANS"
405;3;1,0;50;40;03/04/2013 13:36:23;"HANS";03/04/2013 23:20:05;"HANS"
406;3;1,0;60;40;03/04/2013 13:36:33;"HANS";03/04/2013 23:20:05;"HANS"
407;3;1,0;59;40;03/04/2013 13:36:46;"HANS";03/04/2013 23:20:05;"HANS"
408;4;1,0;119;40;03/04/2013 22:52:58;"HANS";03/04/2013 23:20:05;"HANS"
410;6;3,0;13;40;03/04/2013 22:57:49;"HANS";03/04/2013 23:20:05;"HANS"
411;6;1,0;59;40;03/04/2013 22:58:58;"HANS";03/04/2013 23:20:05;"HANS"
412;4;2,0;138;39;03/04/2013 23:00:07;"INGE";03/04/2013 23:01:26;"INGE"
418;5;1,0;161;40;03/04/2013 23:04:01;"HANS";03/04/2013 23:20:05;"HANS"
419;6;1,0;60;40;03/04/2013 23:19:38;"HANS";03/04/2013 23:20:05;"HANS"
420;1;4,0;13;41;04/04/2013 15:13:31;"HANS";04/04/2013 18:45:02;"HANS"
421;1;3,0;60;41;04/04/2013 15:13:43;"HANS";04/04/2013 18:45:02;"HANS"
422;3;5,0;13;41;04/04/2013 15:13:55;"HANS";04/04/2013 18:45:02;"HANS"
423;3;1,0;60;41;04/04/2013 15:14:05;"HANS";04/04/2013 18:45:02;"HANS"
424;3;1,0;22;41;04/04/2013 15:14:17;"HANS";04/04/2013 18:45:02;"HANS"
425;3;1,0;50;41;04/04/2013 15:14:24;"HANS";04/04/2013 18:45:02;"HANS"
426;3;1,0;163;41;04/04/2013 15:17:35;"HANS";04/04/2013 18:45:02;"HANS"
427;4;1,0;59;41;04/04/2013 15:18:05;"HANS";04/04/2013 18:45:02;"HANS"
428;4;1,0;162;41;04/04/2013 15:18:21;"HANS";04/04/2013 18:45:02;"HANS"
429;1;40,0;82;42;04/04/2013 15:19:17;"INGE";04/04/2013 15:20:09;"INGE"
430;2;2,0;138;42;04/04/2013 15:19:27;"INGE";04/04/2013 15:20:09;"INGE"
431;3;70,0;82;42;04/04/2013 15:19:40;"INGE";04/04/2013 15:20:09;"INGE"
432;4;3,0;162;42;04/04/2013 15:20:09;"INGE";04/04/2013 15:20:09;"INGE"
434;5;130,0;48;41;04/04/2013 18:44:52;"HANS";04/04/2013 18:45:02;"HANS"
